0
OPI3
CYB5
MSN4
ATP20
TRS130
SWR1
NAP1
RGL1
PAC2
GPD1
TOM22
SRO7
RVB2
GLG2
TPS2
LTE1
EGD1
AXL2
EAF7
KES1
ABP140
TCA17
GUT2
GLO3
EAF3
ATG17
VPS71
PMR1
SAS4
APP1
YVC1
PAC11
MFA2
DIG1
GSY1
SFT2
KOG1
MLC1
ATG36
KAR9
TRS20
PHM6
CLN3
PSD1
TOR1
MID1
OPY2
YSC84
BGL2
CRD1
MYO2
INN1
MYO4
EGO2
CYR1
YPS1
INO1
APL6
GPP2
VPS52
VPS9
YPT31
DYN1
YPT10
VPS54
SAS5
SEC14
APL4
SWI6
SRV2
IES4
GCN4
ATG32
CYS3
RBL2
EFR3
ATP8
ORM1
ARE2
SEC61
PCL10
SEC5
PHO11
EAF5
YEH2
CHC1
TAF14
SSK22
ARL1
CDC28
CHO1
BUD6
MSB4
SLN1
APL3
BET3
STE6
CUE5
PGS1
YFR016C
MKK2
CHO2
ARC15
TRS33
PLB2
SWC3
HYR1
CCH1
ATG34
DIG2
SLA2
WSC3
SEC2
TCP1
TDH1
YPP1
CMD1
KAR3
DSL1
PAC1
PCL9
CDC4
SNF1
KDX1
RLM1
MSS4
GCD1
GLR1
MFA1
KEL1
YCK1
SEC23
MATALPHA1
BTT1
AHK1
TEC1
PTP2
GTR2
RHO4
NTE1
MYO1
SFK1
GSY2
PEX34
AIP1
GEP4
OLI1
PHO91
MMR1
TIM11
MYO5
CHS3
EAF1
APL2
TCO89
APL1
ISC1
ATG29
IES5
PIB2
TIP20
MKC7
AAP1
YOR111W
GET3
PHO89
GCD6
PHO90
CYK3
CLB5
YPD1
TWF1
EDE1
BET2
SAC6
GCD2
TPK3
COF1
URM1
MF(ALPHA)1
SMI1
TEF2
LST8
PCL6
PEX19
PCL5
APM1
ATP11
TPS3
COG2
GYP5
RTG2
ECT1
TVP23
ATP19
PCL7
HHT1
CAP2
RCY1
ATG39
MLC2
VAR1
NTH1
FIN1
SYG1
ATP14
HSC82
YNG2
BIK1
VAC17
ATG40
PEA2
CLN1
ERG11
PKH2
MIH1
EAF6
TRS23
VPS72
APS1
ARF1
RVB1
LSB1
EXG1
YKL069W
PHO4
YCK2
ORM2
IES1
FRQ1
PFY1
ARP4
GLC3
SEC39
ARP2
COX1
TEF1
END3
BDF1
MEH1
INH1
SRO77
BET4
INP52
WSC2
VRP1
GRH1
ATP18
BUB2
AIM3
EPO1
GPP1
ARR1
TRS120
SEC26
RVS161
TPK1
SCH9
EXO84
INO4
ARP8
RGS2
PEX11
STU1
YJU3
TSC3
GCN3
HSP82
ARC40
ARG82
SSO2
LSB3
ATG19
VAC8
MXR2
TPS1
PSD2
MF(ALPHA)2
GYL1
GGA2
PPH21
EPL1
EKI1
PHO80
TDH3
SEC6
MYO3
ATG31
IES3
COX2
COB
PRK1
PIN3
PHO12
PEX27
INM1
TRA1
CDC53
KSS1
TPM1
APE1
BET5
ATG22
BUD4
APS3
ATG21
PEX3
SDP1
HOG1
AGA2
TSL1
HUA1
INP53
TPK2
ATP12
PLB3
PCT1
CLN2
STE12
ICE2
TOR2
INM2
SEC10
LTV1
SLM4
ROY1
STU2
PKH3
LCB1
IES2
BZZ1
BSP1
VCX1
RSP5
ARE1
TRS31
PTP3
RGD1
VPS51
ENV10
INO2
INP51
YCL007C
BUD9
DNM1
SEC27
GCD7
YBP1
INP2
SWC4
MSN2
NBP2
USO1
COX3
ARP6
PMA1
SCS2
TRS85
PCL1
YIP1
PPH22
HHT2
ESA1
COG4
VPS53
SEC21
SAG1
TDH2
CRN1
SWC7
YHL012W
ATG10
ATG23
SEY1
FUS1
SNX4
HOF1
BUD3
ATG27
TGL1
RGP1
SLA1
IES6
CIN1
SSK2
GYP6
TSA2
NHP10
TEP1
PEP4
SAS2
BBC1
APM3
ATG20
TIM12
PPA2
NPR2
ARP3
SFP1
SPR1
SSK1
ATG13
PAN1
HRT1
PKH1
YAF9
MKS1
PHO87
ENT5
GLG1
ATP10
INO80
CLC1
CHS2
BAR1
ERV29
PEX10
TRX3
GEA2
AI4
RCN1
EXG2
TEM1
SEC24
CDC12
PLB1
PCL8
ACF2
HHF2
RAD54
ABP1
PCL2
PHO5
TMN3
ATP17
BUD14
APS2
NUP84
TRS65
RAV2
GUT1
HHF1
PGC1
IMH1
SKP1
SIN3
AYR1
ASG7
ARP5
SEC7
PAF1
SMY1
SCP1
CNB1
PBS2
MSG5
RTG3
FUN14
LCB2
UGP1
SRX1
HMLALPHA1
BIM1
PHM8
CRZ1
SWC5
VPS74
SWI4
