0
VAM3
VTI1
VAM7
NYV1
VPS1
SEC17
SEC18
PAH1
YPT7
VAM6
VPS41
VPS33
PEP5
VPS16
PEP3
CCZ1
MON1
VPS34
VPS15
YCK3
GPA1
RHO1
CDC42
BEM1
VPH1
VMA3
VMA11
VMA16
VMA6
VMA1
VMA2
VMA4
VMA5
VMA7
VMA8
VMA10
VMA13
VTC1
VTC2
VTC3
VTC4
TRX2
