0
VHA-c1
VAMP713
VHA-C
PAH1
VPS11
VHA-a3
VHA-B1
ARAC3
VTI13
VPS33
SYP21
VPS39
VPS18
VPS15
VHA-c2
VHA-D
VHA-d2
VPS34
VHA-c''1
MON1
VHA-F
VHA-A
VCL1
GPA1
VHA-H
ARAC3
DRP3B
VPS41
VHA-E3
