0
LCAT4
CERK1
T23E18.30
DGK5
WNK8
F6G3.40
ATG11
DRP3A
BSK3
PLC7
TIP4-1
T21E18.8
SERK4
SAC6
SDP6
CIB22
GPAT3
PFK1
ATG8E
NPC6
CWINV2
PGM3
T9L24.33
RPN3B
T8K22.19
SYP123
PEN1
SHM2
GOS12
ATG8H
XLG1
PIS2
DGK2
PGM2
CWINV3
ACBP1
RBOHD
VPS45
VTC4
SFR2
LOX2
PHB2
PIP5K3
PUB13
PIP5K2
PI4KB2
F17P19.17
YMF19
CYFBP
dl3340w
BSK12
NBR1
BSK8
ATG8G
ARD2
GPAT1
SNAP33
PGPS2
VHA-G3
F28N24.23
CDS4
SDH
ATS1
ICR1
F19K19.1
VHA-c5
VHA-G2
SYP72
ATG8C
NDL1
UGP3
F25I18.4
PTEN1
IMPL1
Q8VZT9_ARATH
RIC3
LCAT3
MYF24_12
SYP71
LPD1-2
WSD1
BSK1
SYP22
ATPC
KN
SAC2
F24P17.23
ATG8A
F14L17.22
LPLAT1
SYP43
VAMP721
PTEN2B
CDS3
SYP81
BZR2
BZR1
VSR1
LOX3
NPC2
A0A178W4U6
GPDHC1
CHLG
GOS11
RPN2B
DGD2
BSK4
LPAT5
ATG13A
T21E18.7
PSKR1
LPAT3
CDS5
DAD1-2
LPEAT1
MIOX4
MIJ24.100
BET11
EMB1467
ARAC11
F21O3.19
SAC4
ATG8I
BSK7
PGPS1
MIOX2
PLDZETA1
SAC8
PMM
LIP1-2
DRP2B
MNJ7.16
SYP121
BKI1
NPSN12
LPLAT2
BSU1
GFAT
BIR2
EFR
SYP132
BET12
SQD1
F15I1.20
PLC2
DRP1C
DGD1
F17K4.50
WRI1
F15K20.17
GAMMACA2
MEE4
MTACP2
ATG5
MSJ1.22
MXC20.6
ATG8F
PI4KA2
ATG12B
CI51
FAD2
LOX6
BRI1
MGP1
VAMP722
PGMP
ATG12A
PSD3
AtSec20
VHA-c3
CFBP1
GAMMACA3
ATG4A
T19D16.3
BIK1
ARC5
SYP31
NPC4
ATG4B
TUFA
NPC5
DGK7
RPK2
CDS1
PEP1
Dl4250W
YUP8H12R.37
FAD3
ARAC4
RPT5A
MEMB12
MHK10.3
ATG8D
F3O9.34
DGK3
ATG1B
ATG1C
F15H18.13
T16L24.30
GAMMACAL2
T28P16.2
PECT1
ATG18F
RLP44
PSD2
FLS2-2
GPAT2
SYP24
T22P22.110
ATG2
XYLA
DGK4
CDS2
ATG13B
DGK1
T28P16.12
T10P11.14
Mik
CLS
VSR2
TKL-1
PEPR1
SYP32
RPN12A
DRP1A
PHB6
Q6NKR3_ARATH
CWINV1
DGK6
GTG2
PLDBETA1
LPAT1
PEX11E
DOX2
PMI2-2
ARAC5
T2K12.11
BSK11
LPD2-2
LPAT4
PMI1-2
PIP5K1
BIR1
XLG2
HISN7
GPAT9
F24G24.60
ATG8B
VHA-c''2
XLG3
PGI1
F1N21.17
SYP23
F17O14.8
DOX1
PLA2-ALPHA
FKFBP
CCME
MIO24.3
RHIP1
PGIC
DRP2A
PSD1
LOX4
FATA
MIOX5
ATG18A
GH3.2
LPEAT2
PLDDELTA
F28G11.11
F1C12.70
F27J15.9
MIOX1
ATP5
PSS1
GTG1
FATB
BSK2
BFRUCT4
