0
FAB1
RVS167
BEM3
SLC1
PIK1
ATP16
SHO1
PMC1
PIS1
LSB6
ROM2
CDC24
BMH2
BUD2
FUS3
VPS45
BOI1
ATG3
ATP1
GDI1
SYN8
SPO20
SEC20
STE2
ATG7
YMR1
SLT2
IVY1
PEX25
GPT2
ATG12
ATG38
SEC9
SEC22
SEC8
ATG4
EXO70
GOS1
FKS3
MTL1
MXR1
DSS4
PLC1
SPO7
ATG14
ATP5
VAC7
SAC7
DGK1
YPT52
GIC1
TSA1
SST2
TGL4
STE7
OPI1
ATG15
BNR1
RHO3
VPH2
YAP1
SFT1
UFE1
BOI2
SLY1
BOS1
STV1
TGL2
EPT1
SAC1
TUB3
ATG8
MRS6
LRO1
SEC4
MKK1
VOA1
PKC1
BEM2
PEP7
STE4
ENT3
TUB2
YPT6
RDI1
SKM1
FAR1
DGA1
SCT1
ATP2
MSB2
AHP1
MSB3
TRR1
ATP7
YPT11
RCK2
ATG2
SLG1
VMA22
STE3
SPO14
ALE1
ACT1
BEM4
YPT53
ATP15
TUB1
TRR2
YPT1
NEM1
STE5
TGL3
VAC14
TGL5
HKR1
PEP12
MSB1
DPP1
GSC2
MID2
YPT32
ATP3
ROM1
IPP1
CPT1
ATG1
MSO1
SEC1
CDS1
TUS1
VTC5
VPS38
PHO84
TLG2
RGA2
PHO85
LOA1
SSO1
GTR1
BMH1
TRX1
ATP6
TLG1
PHO81
GYP1
BCK1
ENV7
FIG4
APL5
BUD5
VPS21
STE11
SPA2
VPS8
SEC15
ATG16
SED5
BET1
FKS1
SNC1
CLA4
SNC2
GIC2
STT4
VPS3
ATG11
ATG9
BNI1
STE50
GRX2
USE1
IQG1
SCEI
YKT6
GYP7
SPL2
VMA9
STE20
VMA21
STE18
RGA1
VPS30
SKN7
ATG18
ATP4
LAS17
LPP1
ATG5
LRG1
SEC3
YPR170W-B
RSR1
RAV1
